step,epoch,loss,learning_rate,grad_norm,source_job,source_file
2600,0.47,64.4101,5.339416058394161e-06,22.289230346679688,308895,slurm_train_fusellm_resume-308895.out
2610,0.47,65.1507,5.32116788321168e-06,22.421876907348633,308895,slurm_train_fusellm_resume-308895.out
2620,0.47,64.2499,5.302919708029197e-06,26.94341278076172,308895,slurm_train_fusellm_resume-308895.out
2630,0.48,64.8854,5.284671532846715e-06,21.02876091003418,308895,slurm_train_fusellm_resume-308895.out
2640,0.48,64.141,5.266423357664234e-06,22.59282684326172,308895,slurm_train_fusellm_resume-308895.out
2650,0.48,64.6584,5.248175182481752e-06,25.22122573852539,308895,slurm_train_fusellm_resume-308895.out
2660,0.48,64.4245,5.22992700729927e-06,21.11528205871582,308895,slurm_train_fusellm_resume-308895.out
2670,0.48,64.8791,5.211678832116789e-06,22.142614364624023,308895,slurm_train_fusellm_resume-308895.out
2680,0.49,64.5964,5.193430656934307e-06,88.29289245605469,308895,slurm_train_fusellm_resume-308895.out
2690,0.49,64.216,5.175182481751825e-06,22.312589645385742,308895,slurm_train_fusellm_resume-308895.out
2700,0.49,64.9042,5.156934306569344e-06,21.75152015686035,308895,slurm_train_fusellm_resume-308895.out
2710,0.49,64.1004,5.138686131386862e-06,23.576568603515625,308895,slurm_train_fusellm_resume-308895.out
2720,0.49,64.5453,5.120437956204381e-06,21.39957046508789,308895,slurm_train_fusellm_resume-308895.out
2730,0.49,64.2594,5.102189781021898e-06,21.1579647064209,308895,slurm_train_fusellm_resume-308895.out
2740,0.5,64.152,5.083941605839416e-06,20.939170837402344,308895,slurm_train_fusellm_resume-308895.out
2750,0.5,64.0269,5.065693430656935e-06,24.54109764099121,308895,slurm_train_fusellm_resume-308895.out
2760,0.5,65.5381,5.047445255474453e-06,24.103490829467773,308895,slurm_train_fusellm_resume-308895.out
2770,0.5,64.6469,5.029197080291971e-06,21.21419334411621,308895,slurm_train_fusellm_resume-308895.out
2780,0.5,64.4638,5.01094890510949e-06,22.040420532226562,308895,slurm_train_fusellm_resume-308895.out
2790,0.51,63.9503,4.992700729927007e-06,21.874475479125977,308895,slurm_train_fusellm_resume-308895.out
2800,0.51,63.5519,4.974452554744526e-06,23.093664169311523,308895,slurm_train_fusellm_resume-308895.out
2810,0.51,63.6404,4.956204379562044e-06,22.547828674316406,308895,slurm_train_fusellm_resume-308895.out
2820,0.51,64.126,4.937956204379562e-06,21.214069366455078,308895,slurm_train_fusellm_resume-308895.out
2830,0.51,63.2965,4.919708029197081e-06,22.627883911132812,308895,slurm_train_fusellm_resume-308895.out
2840,0.51,64.6044,4.901459854014599e-06,22.718721389770508,308895,slurm_train_fusellm_resume-308895.out
2850,0.52,63.9881,4.883211678832117e-06,23.30813980102539,308895,slurm_train_fusellm_resume-308895.out
2860,0.52,65.3845,4.864963503649636e-06,23.489429473876953,308895,slurm_train_fusellm_resume-308895.out
2870,0.52,63.9619,4.846715328467153e-06,22.188993453979492,308895,slurm_train_fusellm_resume-308895.out
2880,0.52,64.2857,4.828467153284672e-06,28.377920150756836,308895,slurm_train_fusellm_resume-308895.out
2890,0.52,64.6857,4.8102189781021904e-06,23.59150505065918,308895,slurm_train_fusellm_resume-308895.out
2900,0.52,64.3313,4.791970802919708e-06,21.095258712768555,308895,slurm_train_fusellm_resume-308895.out
2910,0.53,64.5897,4.773722627737227e-06,20.85394287109375,308895,slurm_train_fusellm_resume-308895.out
2920,0.53,64.0833,4.7554744525547444e-06,21.01127052307129,308895,slurm_train_fusellm_resume-308895.out
2930,0.53,64.6656,4.737226277372263e-06,21.074365615844727,308895,slurm_train_fusellm_resume-308895.out
2940,0.53,63.6725,4.7189781021897816e-06,20.95823860168457,308895,slurm_train_fusellm_resume-308895.out
2950,0.53,64.3152,4.7007299270073e-06,21.360280990600586,308895,slurm_train_fusellm_resume-308895.out
2960,0.54,63.9885,4.682481751824818e-06,21.383188247680664,308895,slurm_train_fusellm_resume-308895.out
2970,0.54,64.623,4.664233576642336e-06,21.641992568969727,308895,slurm_train_fusellm_resume-308895.out
2980,0.54,64.4196,4.645985401459854e-06,86.89932250976562,308895,slurm_train_fusellm_resume-308895.out
2990,0.54,64.443,4.627737226277373e-06,20.599084854125977,308895,slurm_train_fusellm_resume-308895.out
3000,0.54,64.1755,4.609489051094891e-06,24.9807071685791,308895,slurm_train_fusellm_resume-308895.out
3010,0.54,63.8717,4.59124087591241e-06,20.96977424621582,308895,slurm_train_fusellm_resume-308895.out
3020,0.55,64.3765,4.5729927007299275e-06,20.867712020874023,308895,slurm_train_fusellm_resume-308895.out
3030,0.55,64.1723,4.554744525547445e-06,20.94713020324707,308895,slurm_train_fusellm_resume-308895.out
3040,0.55,64.4539,4.536496350364964e-06,21.910751342773438,308895,slurm_train_fusellm_resume-308895.out
3050,0.55,64.0458,4.5182481751824815e-06,21.09531021118164,308895,slurm_train_fusellm_resume-308895.out
3060,0.55,64.4573,4.5e-06,20.87378692626953,308895,slurm_train_fusellm_resume-308895.out
3070,0.56,64.7265,4.481751824817519e-06,20.75864028930664,308895,slurm_train_fusellm_resume-308895.out
3080,0.56,63.5949,4.463503649635037e-06,20.949819564819336,308895,slurm_train_fusellm_resume-308895.out
3090,0.56,64.1339,4.445255474452555e-06,23.105924606323242,308895,slurm_train_fusellm_resume-308895.out
3100,0.56,63.953,4.4270072992700735e-06,20.91179084777832,308895,slurm_train_fusellm_resume-308895.out
3110,0.56,64.3118,4.408759124087591e-06,21.40679931640625,308895,slurm_train_fusellm_resume-308895.out
3120,0.56,64.2841,4.39051094890511e-06,23.244321823120117,308895,slurm_train_fusellm_resume-308895.out
3130,0.57,64.5065,4.372262773722628e-06,20.90473747253418,308895,slurm_train_fusellm_resume-308895.out
3140,0.57,63.4458,4.354014598540146e-06,21.387596130371094,308895,slurm_train_fusellm_resume-308895.out
3150,0.57,64.3217,4.335766423357665e-06,21.269634246826172,308895,slurm_train_fusellm_resume-308895.out
3160,0.57,64.1834,4.317518248175182e-06,20.582021713256836,308895,slurm_train_fusellm_resume-308895.out
3170,0.57,64.9996,4.299270072992701e-06,25.921789169311523,308895,slurm_train_fusellm_resume-308895.out
3180,0.58,64.072,4.2810218978102195e-06,21.121219635009766,308895,slurm_train_fusellm_resume-308895.out
3190,0.58,64.8579,4.262773722627738e-06,21.908857345581055,308895,slurm_train_fusellm_resume-308895.out
3200,0.58,63.9105,4.244525547445256e-06,21.180496215820312,308895,slurm_train_fusellm_resume-308895.out
3210,0.58,64.7723,4.226277372262774e-06,20.46459197998047,308895,slurm_train_fusellm_resume-308895.out
3220,0.58,64.372,4.208029197080292e-06,21.203163146972656,308895,slurm_train_fusellm_resume-308895.out
3230,0.58,63.3377,4.189781021897811e-06,21.00274658203125,308895,slurm_train_fusellm_resume-308895.out
3240,0.59,64.7711,4.171532846715328e-06,25.58754539489746,308895,slurm_train_fusellm_resume-308895.out
3250,0.59,64.3524,4.153284671532847e-06,20.45137596130371,308895,slurm_train_fusellm_resume-308895.out
3260,0.59,64.9306,4.1350364963503655e-06,21.73727035522461,308895,slurm_train_fusellm_resume-308895.out
3270,0.59,64.7125,4.116788321167883e-06,31.989580154418945,308895,slurm_train_fusellm_resume-308895.out
3280,0.59,63.8917,4.098540145985402e-06,22.263864517211914,308895,slurm_train_fusellm_resume-308895.out
3290,0.6,64.0876,4.0802919708029195e-06,21.139976501464844,308895,slurm_train_fusellm_resume-308895.out
3300,0.6,65.1697,4.062043795620438e-06,22.34090232849121,308895,slurm_train_fusellm_resume-308895.out
3310,0.6,64.5664,4.043795620437957e-06,24.48049545288086,308895,slurm_train_fusellm_resume-308895.out
3320,0.6,63.0442,4.025547445255475e-06,21.605361938476562,308895,slurm_train_fusellm_resume-308895.out
3330,0.6,63.7699,4.007299270072993e-06,21.1483154296875,308895,slurm_train_fusellm_resume-308895.out
3340,0.6,64.8947,3.9890510948905115e-06,21.184669494628906,308895,slurm_train_fusellm_resume-308895.out
3350,0.61,63.7731,3.970802919708029e-06,21.817792892456055,308895,slurm_train_fusellm_resume-308895.out
3360,0.61,63.9677,3.952554744525548e-06,22.021133422851562,308895,slurm_train_fusellm_resume-308895.out
3370,0.61,64.3917,3.934306569343066e-06,21.494117736816406,308895,slurm_train_fusellm_resume-308895.out
3380,0.61,64.5428,3.916058394160585e-06,20.863513946533203,308895,slurm_train_fusellm_resume-308895.out
3390,0.61,63.6591,3.897810218978103e-06,43.68341827392578,308895,slurm_train_fusellm_resume-308895.out
3400,0.62,63.1554,3.87956204379562e-06,21.45496368408203,308895,slurm_train_fusellm_resume-308895.out
3410,0.62,64.4512,3.861313868613139e-06,20.633981704711914,308895,slurm_train_fusellm_resume-308895.out
3420,0.62,63.7845,3.8430656934306574e-06,21.24845314025879,308895,slurm_train_fusellm_resume-308895.out
3430,0.62,64.7215,3.824817518248176e-06,22.306987762451172,308895,slurm_train_fusellm_resume-308895.out
3440,0.62,64.2862,3.8065693430656937e-06,23.210987091064453,308895,slurm_train_fusellm_resume-308895.out
3450,0.62,63.8647,3.7883211678832123e-06,24.61836051940918,308895,slurm_train_fusellm_resume-308895.out
3460,0.63,64.2191,3.77007299270073e-06,20.470203399658203,308895,slurm_train_fusellm_resume-308895.out
3470,0.63,63.4553,3.7518248175182486e-06,22.288864135742188,308895,slurm_train_fusellm_resume-308895.out
3480,0.63,64.4058,3.7335766423357667e-06,21.281991958618164,308895,slurm_train_fusellm_resume-308895.out
3490,0.63,64.6924,3.7153284671532853e-06,20.752483367919922,308895,slurm_train_fusellm_resume-308895.out
3500,0.63,62.9141,3.697080291970803e-06,22.59450340270996,308895,slurm_train_fusellm_resume-308895.out
3510,0.64,63.6578,3.678832116788321e-06,22.809589385986328,308895,slurm_train_fusellm_resume-308895.out
3520,0.64,63.8653,3.6605839416058397e-06,21.854629516601562,308895,slurm_train_fusellm_resume-308895.out
3530,0.64,63.8705,3.642335766423358e-06,23.50065040588379,308895,slurm_train_fusellm_resume-308895.out
3540,0.64,64.3017,3.6240875912408764e-06,21.783588409423828,308895,slurm_train_fusellm_resume-308895.out
3550,0.64,62.8816,3.605839416058394e-06,26.86037254333496,308895,slurm_train_fusellm_resume-308895.out
3560,0.64,64.0717,3.5875912408759127e-06,20.625957489013672,308895,slurm_train_fusellm_resume-308895.out
3570,0.65,64.3294,3.569343065693431e-06,20.610231399536133,308895,slurm_train_fusellm_resume-308895.out
3580,0.65,64.9082,3.5510948905109494e-06,20.66645622253418,308895,slurm_train_fusellm_resume-308895.out
3590,0.65,63.8453,3.5328467153284675e-06,20.81791114807129,308895,slurm_train_fusellm_resume-308895.out
3600,0.65,64.3209,3.5145985401459857e-06,21.972728729248047,308895,slurm_train_fusellm_resume-308895.out
3610,0.65,64.4571,3.496350364963504e-06,22.59050750732422,308895,slurm_train_fusellm_resume-308895.out
3620,0.66,63.8034,3.4781021897810224e-06,21.17124366760254,308895,slurm_train_fusellm_resume-308895.out
3630,0.66,63.8288,3.4598540145985405e-06,21.94330596923828,308895,slurm_train_fusellm_resume-308895.out
3640,0.66,63.6378,3.4416058394160583e-06,20.956809997558594,308895,slurm_train_fusellm_resume-308895.out
3650,0.66,63.9121,3.423357664233577e-06,23.126934051513672,308895,slurm_train_fusellm_resume-308895.out
3660,0.66,63.75,3.405109489051095e-06,20.53380584716797,308895,slurm_train_fusellm_resume-308895.out
3670,0.66,63.9089,3.3868613138686135e-06,21.9105281829834,308895,slurm_train_fusellm_resume-308895.out
3680,0.67,63.7894,3.3686131386861317e-06,21.0902156829834,308895,slurm_train_fusellm_resume-308895.out
3690,0.67,63.944,3.3503649635036502e-06,24.23047637939453,308895,slurm_train_fusellm_resume-308895.out
3700,0.67,63.6569,3.332116788321168e-06,21.561960220336914,308895,slurm_train_fusellm_resume-308895.out
3710,0.67,64.3588,3.3138686131386865e-06,21.22750473022461,308895,slurm_train_fusellm_resume-308895.out
3720,0.67,64.5196,3.2956204379562047e-06,20.5580997467041,308895,slurm_train_fusellm_resume-308895.out
3730,0.68,64.4121,3.2773722627737232e-06,21.97703742980957,308895,slurm_train_fusellm_resume-308895.out
3740,0.68,63.617,3.259124087591241e-06,22.175195693969727,308895,slurm_train_fusellm_resume-308895.out
3750,0.68,63.5712,3.2408759124087595e-06,23.643463134765625,308895,slurm_train_fusellm_resume-308895.out
3760,0.68,64.0576,3.2226277372262776e-06,21.422990798950195,308895,slurm_train_fusellm_resume-308895.out
3770,0.68,63.6091,3.204379562043796e-06,23.315448760986328,308895,slurm_train_fusellm_resume-308895.out
3780,0.68,64.3464,3.1861313868613144e-06,20.11699104309082,308895,slurm_train_fusellm_resume-308895.out
3790,0.69,64.2239,3.167883211678832e-06,20.758033752441406,308895,slurm_train_fusellm_resume-308895.out
3800,0.69,64.368,3.1496350364963506e-06,20.50665283203125,308895,slurm_train_fusellm_resume-308895.out
3810,0.69,64.2744,3.1313868613138688e-06,22.90008544921875,308895,slurm_train_fusellm_resume-308895.out
3820,0.69,64.5385,3.1131386861313873e-06,22.015695571899414,308895,slurm_train_fusellm_resume-308895.out
3830,0.69,64.6071,3.094890510948905e-06,21.182228088378906,308895,slurm_train_fusellm_resume-308895.out
3840,0.7,64.7491,3.0766423357664236e-06,20.953006744384766,308895,slurm_train_fusellm_resume-308895.out
3850,0.7,63.2318,3.0583941605839418e-06,21.14982795715332,308895,slurm_train_fusellm_resume-308895.out
3860,0.7,63.4548,3.0401459854014603e-06,20.665842056274414,308895,slurm_train_fusellm_resume-308895.out
3870,0.7,64.3712,3.0218978102189785e-06,20.947668075561523,308895,slurm_train_fusellm_resume-308895.out
3880,0.7,64.7162,3.003649635036497e-06,24.76645278930664,308895,slurm_train_fusellm_resume-308895.out
3890,0.7,63.7818,2.9854014598540148e-06,20.781007766723633,308895,slurm_train_fusellm_resume-308895.out
3900,0.71,63.7829,2.967153284671533e-06,20.932584762573242,308895,slurm_train_fusellm_resume-308895.out
3910,0.71,65.8689,2.9489051094890515e-06,21.342300415039062,308895,slurm_train_fusellm_resume-308895.out
3920,0.71,63.6352,2.930656934306569e-06,28.233579635620117,308895,slurm_train_fusellm_resume-308895.out
3930,0.71,63.7358,2.9124087591240877e-06,20.370214462280273,308895,slurm_train_fusellm_resume-308895.out
3940,0.71,63.3598,2.894160583941606e-06,21.103885650634766,308895,slurm_train_fusellm_resume-308895.out
3950,0.72,63.4077,2.8759124087591245e-06,20.568920135498047,308895,slurm_train_fusellm_resume-308895.out
3960,0.72,63.9899,2.8576642335766426e-06,21.045412063598633,308895,slurm_train_fusellm_resume-308895.out
3970,0.72,63.7908,2.839416058394161e-06,73.01055908203125,308895,slurm_train_fusellm_resume-308895.out
3980,0.72,63.4936,2.821167883211679e-06,23.328765869140625,308895,slurm_train_fusellm_resume-308895.out
3990,0.72,64.7864,2.8029197080291974e-06,21.864835739135742,308895,slurm_train_fusellm_resume-308895.out
4000,0.72,64.0657,2.7846715328467156e-06,21.196102142333984,308895,slurm_train_fusellm_resume-308895.out
4010,0.73,64.5253,2.7664233576642337e-06,20.28274917602539,308895,slurm_train_fusellm_resume-308895.out
4020,0.73,63.8206,2.748175182481752e-06,20.55730438232422,308895,slurm_train_fusellm_resume-308895.out
4030,0.73,63.9657,2.72992700729927e-06,21.69734001159668,308895,slurm_train_fusellm_resume-308895.out
4040,0.73,64.3771,2.7116788321167886e-06,21.3392276763916,308895,slurm_train_fusellm_resume-308895.out
4050,0.73,64.3939,2.6934306569343067e-06,20.779678344726562,308895,slurm_train_fusellm_resume-308895.out
4060,0.73,63.6748,2.6751824817518253e-06,24.184425354003906,308895,slurm_train_fusellm_resume-308895.out
4070,0.74,64.031,2.656934306569343e-06,52.02640151977539,308895,slurm_train_fusellm_resume-308895.out
4080,0.74,64.085,2.6386861313868616e-06,44.67947769165039,308895,slurm_train_fusellm_resume-308895.out
4090,0.74,63.6389,2.6204379562043797e-06,20.093734741210938,308895,slurm_train_fusellm_resume-308895.out
4100,0.74,63.5419,2.6021897810218983e-06,20.669687271118164,308895,slurm_train_fusellm_resume-308895.out
4110,0.74,63.4551,2.5839416058394164e-06,21.713205337524414,308895,slurm_train_fusellm_resume-308895.out
4120,0.75,64.1102,2.565693430656935e-06,21.66822624206543,308895,slurm_train_fusellm_resume-308895.out
4130,0.75,63.9923,2.5474452554744527e-06,20.75760269165039,308895,slurm_train_fusellm_resume-308895.out
4140,0.75,63.3177,2.529197080291971e-06,21.65332794189453,308895,slurm_train_fusellm_resume-308895.out
4150,0.75,63.8445,2.5109489051094894e-06,51.4447135925293,308895,slurm_train_fusellm_resume-308895.out
4160,0.75,63.9029,2.4927007299270075e-06,20.658203125,308895,slurm_train_fusellm_resume-308895.out
4170,0.75,64.3391,2.4744525547445257e-06,22.140905380249023,308895,slurm_train_fusellm_resume-308895.out
4180,0.76,64.2646,2.4562043795620443e-06,30.70693588256836,308895,slurm_train_fusellm_resume-308895.out
4190,0.76,64.2843,2.4379562043795624e-06,21.426931381225586,308895,slurm_train_fusellm_resume-308895.out
4200,0.76,63.9248,2.4197080291970805e-06,21.087257385253906,308895,slurm_train_fusellm_resume-308895.out
4210,0.76,63.9429,2.4014598540145987e-06,47.859619140625,308895,slurm_train_fusellm_resume-308895.out
4220,0.76,64.6893,2.383211678832117e-06,22.873554229736328,308895,slurm_train_fusellm_resume-308895.out
4230,0.77,63.8323,2.3649635036496354e-06,20.213964462280273,308895,slurm_train_fusellm_resume-308895.out
4240,0.77,63.4596,2.3467153284671535e-06,25.480375289916992,308895,slurm_train_fusellm_resume-308895.out
4250,0.77,64.0596,2.3284671532846717e-06,22.884140014648438,308895,slurm_train_fusellm_resume-308895.out
4260,0.77,64.4116,2.31021897810219e-06,21.52269172668457,308895,slurm_train_fusellm_resume-308895.out
4270,0.77,62.6063,2.2919708029197084e-06,21.556142807006836,308895,slurm_train_fusellm_resume-308895.out
4280,0.77,63.8582,2.2737226277372265e-06,24.38909339904785,308895,slurm_train_fusellm_resume-308895.out
4290,0.78,63.7131,2.2554744525547447e-06,21.458534240722656,308895,slurm_train_fusellm_resume-308895.out
4300,0.78,62.8298,2.2372262773722632e-06,41.45195770263672,308895,slurm_train_fusellm_resume-308895.out
4310,0.78,63.0489,2.2189781021897814e-06,39.84743118286133,308895,slurm_train_fusellm_resume-308895.out
4320,0.78,62.7863,2.2007299270072995e-06,25.070947647094727,308895,slurm_train_fusellm_resume-308895.out
4330,0.78,64.4548,2.1824817518248176e-06,24.706575393676758,308895,slurm_train_fusellm_resume-308895.out
4340,0.79,63.1257,2.164233576642336e-06,20.109689712524414,308895,slurm_train_fusellm_resume-308895.out
4350,0.79,63.8469,2.145985401459854e-06,22.4814453125,308895,slurm_train_fusellm_resume-308895.out
4360,0.79,63.3931,2.1277372262773725e-06,19.779911041259766,308895,slurm_train_fusellm_resume-308895.out
4370,0.79,63.7821,2.1094890510948906e-06,21.12986183166504,308895,slurm_train_fusellm_resume-308895.out
4380,0.79,63.808,2.0912408759124088e-06,21.966962814331055,308895,slurm_train_fusellm_resume-308895.out
4390,0.79,64.3974,2.0729927007299273e-06,21.610729217529297,308895,slurm_train_fusellm_resume-308895.out
4400,0.8,64.5967,2.0547445255474455e-06,20.6997013092041,308895,slurm_train_fusellm_resume-308895.out
4410,0.8,64.264,2.0364963503649636e-06,23.46329116821289,308895,slurm_train_fusellm_resume-308895.out
4420,0.8,63.1807,2.018248175182482e-06,20.641014099121094,308895,slurm_train_fusellm_resume-308895.out
4430,0.8,63.7198,2.0000000000000003e-06,21.12847328186035,308895,slurm_train_fusellm_resume-308895.out
4440,0.8,63.8412,1.9817518248175185e-06,24.094911575317383,308895,slurm_train_fusellm_resume-308895.out
4450,0.81,65.1332,1.9635036496350366e-06,30.60910415649414,308895,slurm_train_fusellm_resume-308895.out
4460,0.81,63.1381,1.9452554744525548e-06,20.62261962890625,308895,slurm_train_fusellm_resume-308895.out
4470,0.81,65.1947,1.927007299270073e-06,20.051963806152344,308895,slurm_train_fusellm_resume-308895.out
4480,0.81,64.4032,1.9087591240875915e-06,23.10614013671875,308895,slurm_train_fusellm_resume-308895.out
4490,0.81,63.6762,1.8905109489051096e-06,20.135679244995117,308895,slurm_train_fusellm_resume-308895.out
4500,0.81,63.4707,1.872262773722628e-06,21.777448654174805,308895,slurm_train_fusellm_resume-308895.out
4510,0.82,63.768,1.854014598540146e-06,20.534440994262695,309488,slurm_train_fusellm_resume-309488.out
4520,0.82,64.7377,1.8357664233576645e-06,21.301185607910156,309488,slurm_train_fusellm_resume-309488.out
4530,0.82,64.045,1.8175182481751826e-06,21.260591506958008,309488,slurm_train_fusellm_resume-309488.out
4540,0.82,63.2768,1.799270072992701e-06,21.009119033813477,309488,slurm_train_fusellm_resume-309488.out
4550,0.82,64.4811,1.7810218978102193e-06,21.454893112182617,309488,slurm_train_fusellm_resume-309488.out
4560,0.83,64.1378,1.7627737226277374e-06,20.92731285095215,309488,slurm_train_fusellm_resume-309488.out
4570,0.83,64.6379,1.7445255474452556e-06,21.709125518798828,309488,slurm_train_fusellm_resume-309488.out
4580,0.83,64.3189,1.7262773722627737e-06,20.81998062133789,309488,slurm_train_fusellm_resume-309488.out
4590,0.83,64.3793,1.708029197080292e-06,21.998884201049805,309488,slurm_train_fusellm_resume-309488.out
4600,0.83,64.6795,1.6897810218978102e-06,21.170549392700195,309488,slurm_train_fusellm_resume-309488.out
4610,0.83,64.3176,1.6715328467153286e-06,20.969030380249023,309488,slurm_train_fusellm_resume-309488.out
4620,0.84,63.0331,1.653284671532847e-06,21.737079620361328,309488,slurm_train_fusellm_resume-309488.out
4630,0.84,64.6716,1.635036496350365e-06,54.9290885925293,309488,slurm_train_fusellm_resume-309488.out
4640,0.84,64.4247,1.6167883211678834e-06,21.57735824584961,309488,slurm_train_fusellm_resume-309488.out
4650,0.84,63.3599,1.5985401459854016e-06,20.73677635192871,309488,slurm_train_fusellm_resume-309488.out
4660,0.84,62.9671,1.58029197080292e-06,21.23094940185547,309488,slurm_train_fusellm_resume-309488.out
4670,0.85,63.5218,1.5620437956204383e-06,20.461523056030273,309488,slurm_train_fusellm_resume-309488.out
4680,0.85,64.5248,1.5437956204379564e-06,21.59961700439453,309488,slurm_train_fusellm_resume-309488.out
4690,0.85,63.1295,1.5255474452554748e-06,24.988431930541992,309488,slurm_train_fusellm_resume-309488.out
4700,0.85,64.0226,1.5072992700729927e-06,30.124597549438477,309488,slurm_train_fusellm_resume-309488.out
4710,0.85,63.1059,1.489051094890511e-06,20.928722381591797,309488,slurm_train_fusellm_resume-309488.out
4720,0.85,63.8897,1.4708029197080292e-06,21.08081817626953,309488,slurm_train_fusellm_resume-309488.out
4730,0.86,63.8226,1.4525547445255475e-06,20.93644142150879,309488,slurm_train_fusellm_resume-309488.out
4740,0.86,63.5545,1.4343065693430657e-06,23.255895614624023,309488,slurm_train_fusellm_resume-309488.out
4750,0.86,64.5629,1.416058394160584e-06,22.601638793945312,309488,slurm_train_fusellm_resume-309488.out
4760,0.86,62.8299,1.3978102189781024e-06,20.20277214050293,309488,slurm_train_fusellm_resume-309488.out
4770,0.86,63.9948,1.3795620437956205e-06,21.807348251342773,309488,slurm_train_fusellm_resume-309488.out
4780,0.87,64.4399,1.3613138686131389e-06,21.482524871826172,309488,slurm_train_fusellm_resume-309488.out
4790,0.87,63.6156,1.343065693430657e-06,20.391971588134766,309488,slurm_train_fusellm_resume-309488.out
4800,0.87,63.9219,1.3248175182481754e-06,20.282543182373047,309488,slurm_train_fusellm_resume-309488.out
4810,0.87,64.1098,1.3065693430656937e-06,20.913610458374023,309488,slurm_train_fusellm_resume-309488.out
4820,0.87,63.3376,1.2883211678832117e-06,22.1547908782959,309488,slurm_train_fusellm_resume-309488.out
4830,0.87,63.8222,1.27007299270073e-06,20.219871520996094,309488,slurm_train_fusellm_resume-309488.out
4840,0.88,63.518,1.2518248175182482e-06,21.02931022644043,309488,slurm_train_fusellm_resume-309488.out
4850,0.88,64.3303,1.2335766423357665e-06,20.485271453857422,309488,slurm_train_fusellm_resume-309488.out
4860,0.88,64.4838,1.2153284671532847e-06,21.6209716796875,309488,slurm_train_fusellm_resume-309488.out
4870,0.88,64.0133,1.197080291970803e-06,21.27581214904785,309488,slurm_train_fusellm_resume-309488.out
4880,0.88,63.8471,1.1788321167883214e-06,20.323760986328125,309488,slurm_train_fusellm_resume-309488.out
4890,0.89,64.9149,1.1605839416058395e-06,22.37574005126953,309488,slurm_train_fusellm_resume-309488.out
4900,0.89,63.801,1.1423357664233579e-06,20.929609298706055,309488,slurm_train_fusellm_resume-309488.out
4910,0.89,63.6115,1.124087591240876e-06,22.520034790039062,309488,slurm_train_fusellm_resume-309488.out
4920,0.89,64.4615,1.1058394160583941e-06,19.93803596496582,309488,slurm_train_fusellm_resume-309488.out
4930,0.89,64.0449,1.0875912408759125e-06,20.472469329833984,309488,slurm_train_fusellm_resume-309488.out
4940,0.89,64.9727,1.0693430656934308e-06,22.64378547668457,309488,slurm_train_fusellm_resume-309488.out
4950,0.9,63.4787,1.051094890510949e-06,19.916601181030273,309488,slurm_train_fusellm_resume-309488.out
4960,0.9,63.8812,1.0328467153284673e-06,29.44122314453125,309488,slurm_train_fusellm_resume-309488.out
4970,0.9,64.341,1.0145985401459855e-06,22.404422760009766,309488,slurm_train_fusellm_resume-309488.out
4980,0.9,63.9481,9.963503649635036e-07,22.683378219604492,309488,slurm_train_fusellm_resume-309488.out
4990,0.9,62.7744,9.78102189781022e-07,20.958072662353516,309488,slurm_train_fusellm_resume-309488.out
5000,0.91,63.9581,9.598540145985401e-07,21.544836044311523,309488,slurm_train_fusellm_resume-309488.out
5010,0.91,63.2165,9.416058394160585e-07,20.55478286743164,309488,slurm_train_fusellm_resume-309488.out
5020,0.91,63.8258,9.233576642335767e-07,21.536766052246094,309488,slurm_train_fusellm_resume-309488.out
5030,0.91,64.1815,9.051094890510951e-07,20.41811180114746,309488,slurm_train_fusellm_resume-309488.out
5040,0.91,64.0196,8.868613138686131e-07,20.879926681518555,309488,slurm_train_fusellm_resume-309488.out
5050,0.91,63.8743,8.686131386861315e-07,20.724287033081055,309488,slurm_train_fusellm_resume-309488.out
5060,0.92,64.3101,8.503649635036497e-07,21.82611083984375,309488,slurm_train_fusellm_resume-309488.out
5070,0.92,64.955,8.32116788321168e-07,21.184232711791992,309488,slurm_train_fusellm_resume-309488.out
5080,0.92,64.5145,8.138686131386862e-07,21.629047393798828,309488,slurm_train_fusellm_resume-309488.out
5090,0.92,63.8258,7.956204379562045e-07,23.088462829589844,309488,slurm_train_fusellm_resume-309488.out
5100,0.92,63.2508,7.773722627737226e-07,22.3950138092041,309488,slurm_train_fusellm_resume-309488.out
5110,0.93,63.9962,7.59124087591241e-07,21.19251823425293,309488,slurm_train_fusellm_resume-309488.out
5120,0.93,63.3706,7.408759124087592e-07,23.259563446044922,309488,slurm_train_fusellm_resume-309488.out
5130,0.93,64.1799,7.226277372262774e-07,21.570510864257812,309488,slurm_train_fusellm_resume-309488.out
5140,0.93,63.6147,7.043795620437957e-07,20.806507110595703,309488,slurm_train_fusellm_resume-309488.out
5150,0.93,64.6576,6.861313868613139e-07,21.686466217041016,309488,slurm_train_fusellm_resume-309488.out
5160,0.93,63.7825,6.678832116788321e-07,46.99067687988281,309488,slurm_train_fusellm_resume-309488.out
5170,0.94,64.1656,6.496350364963503e-07,23.08183479309082,309488,slurm_train_fusellm_resume-309488.out
5180,0.94,63.5738,6.313868613138687e-07,24.380634307861328,309488,slurm_train_fusellm_resume-309488.out
5190,0.94,64.1123,6.131386861313869e-07,20.842674255371094,309488,slurm_train_fusellm_resume-309488.out
5200,0.94,63.5972,5.948905109489052e-07,20.93149757385254,309488,slurm_train_fusellm_resume-309488.out
